CS,ALT,ID,PURPOSE,AV,TT,COST,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE_OLD,CHOICE
178,2,20,1,1,99,34,99,34,110,24,2,1
178,3,20,1,1,110,24,99,34,110,24,2,0
179,1,20,1,1,137,26,96,30,110,39,2,0
179,2,20,1,1,96,30,96,30,110,39,2,1
179,3,20,1,1,110,39,96,30,110,39,2,0
180,1,20,1,1,151,31,103,38,110,39,2,0
180,2,20,1,1,103,38,103,38,110,39,2,1
180,3,20,1,1,110,39,103,38,110,39,2,0
181,1,21,1,1,133,96,57,106,0,0,2,0
181,2,21,1,1,57,106,57,106,0,0,2,1
181,3,21,1,0,0,0,57,106,0,0,2,0
182,1,21,1,1,122,96,52,99,0,0,2,0
182,2,21,1,1,52,99,52,99,0,0,2,1
182,3,21,1,0,0,0,52,99,0,0,2,0
183,1,21,1,1,154,96,63,123,0,0,1,1
183,2,21,1,1,63,123,63,123,0,0,1,0
183,3,21,1,0,0,0,63,123,0,0,1,0
184,1,21,1,1,122,80,57,106,0,0,2,0
184,2,21,1,1,57,106,57,106,0,0,2,1
184,3,21,1,0,0,0,57,106,0,0,2,0
185,1,21,1,1,154,72,57,83,0,0,2,0
185,2,21,1,1,57,83,57,83,0,0,2,1
185,3,21,1,0,0,0,57,83,0,0,2,0
186,1,21,1,1,133,72,52,99,0,0,2,0
186,2,21,1,1,52,99,52,99,0,0,2,1
186,3,21,1,0,0,0,52,99,0,0,2,0
187,1,21,1,1,122,96,63,123,0,0,2,0
187,2,21,1,1,63,123,63,123,0,0,2,1
187,3,21,1,0,0,0,63,123,0,0,2,0
188,1,21,1,1,122,72,63,86,0,0,2,0
188,2,21,1,1,63,86,63,86,0,0,2,1
188,3,21,1,0,0,0,63,86,0,0,2,0
189,1,21,1,1,154,80,52,91,0,0,2,0
189,2,21,1,1,52,91,52,91,0,0,2,1
189,3,21,1,0,0,0,52,91,0,0,2,0
190,1,22,1,1,108,52,43,62,70,36,3,0
190,2,22,1,1,43,62,43,62,70,36,3,0
190,3,22,1,1,70,36,43,62,70,36,3,1
191,1,22,1,1,108,52,39,80,91,58,1,1
191,2,22,1,1,39,80,39,80,91,58,1,0
191,3,22,1,1,91,58,39,80,91,58,1,0
192,1,22,1,1,108,47,36,71,91,45,1,1
192,2,22,1,1,36,71,36,71,91,45,1,0
192,3,22,1,1,91,45,36,71,91,45,1,0
193,1,22,1,1,87,47,36,71,56,58,1,1
193,2,22,1,1,36,71,36,71,56,58,1,0
193,3,22,1,1,56,58,36,71,56,58,1,0
194,1,22,1,1,94,52,36,65,91,36,3,0
194,2,22,1,1,36,65,36,65,91,36,3,0
194,3,22,1,1,91,36,36,65,91,36,3,1
195,1,22,1,1,94,47,39,57,56,45,1,1
195,2,22,1,1,39,57,39,57,56,45,1,0
195,3,22,1,1,56,45,39,57,56,45,1,0
196,1,22,1,1,94,62,36,71,56,36,3,0
196,2,22,1,1,36,71,36,71,56,36,3,0
196,3,22,1,1,56,36,36,71,56,36,3,1
197,1,22,1,1,108,62,39,76,56,58,3,0
197,2,22,1,1,39,76,39,76,56,58,3,0
197,3,22,1,1,56,58,39,76,56,58,3,1
198,1,22,1,1,94,52,39,80,70,45,3,0
198,2,22,1,1,39,80,39,80,70,45,3,0
198,3,22,1,1,70,45,39,80,70,45,3,1
199,1,23,1,1,102,54,49,68,78,50,2,0
199,2,23,1,1,49,68,49,68,78,50,2,1
199,3,23,1,1,78,50,49,68,78,50,2,0
200,1,23,1,1,95,54,46,63,78,65,2,0
200,2,23,1,1,46,63,46,63,78,65,2,1
200,3,23,1,1,78,65,46,63,78,65,2,0
201,1,23,1,1,116,54,53,83,78,40,1,1
201,2,23,1,1,53,83,53,83,78,40,1,0
201,3,23,1,1,78,40,53,83,78,40,1,0
202,1,23,1,1,95,45,49,70,48,40,1,1
202,2,23,1,1,49,70,49,70,48,40,1,0
202,3,23,1,1,48,40,49,70,48,40,1,0
203,1,23,1,1,116,40,49,50,60,65,2,0
203,2,23,1,1,49,50,49,50,60,65,2,1
203,3,23,1,1,60,65,49,50,60,65,2,0
204,1,23,1,1,102,40,46,63,60,40,2,0
204,2,23,1,1,46,63,46,63,60,40,2,1
204,3,23,1,1,60,40,46,63,60,40,2,0
205,1,23,1,1,95,54,53,83,48,50,1,1
205,2,23,1,1,53,83,53,83,48,50,1,0
205,3,23,1,1,48,50,53,83,48,50,1,0
206,1,23,1,1,95,40,53,52,60,50,1,1
206,2,23,1,1,53,52,53,52,60,50,1,0
206,3,23,1,1,60,50,53,52,60,50,1,0
207,1,23,1,1,116,45,46,58,48,50,2,0
207,2,23,1,1,46,58,46,58,48,50,2,1
207,3,23,1,1,48,50,46,58,48,50,2,0
208,1,24,1,1,210,118,60,128,0,0,2,0
208,2,24,1,1,60,128,60,128,0,0,2,1
208,3,24,1,0,0,0,60,128,0,0,2,0
209,1,24,1,1,164,88,66,103,0,0,2,0
209,2,24,1,1,66,103,66,103,0,0,2,1
209,3,24,1,0,0,0,66,103,0,0,2,0
210,1,24,1,1,210,88,74,108,0,0,2,0
210,2,24,1,1,74,108,74,108,0,0,2,1
210,3,24,1,0,0,0,74,108,0,0,2,0
211,1,24,1,1,179,88,74,108,0,0,2,0
211,2,24,1,1,74,108,74,108,0,0,2,1
211,3,24,1,0,0,0,74,108,0,0,2,0
212,1,24,1,1,179,98,74,111,0,0,2,0
212,2,24,1,1,74,111,74,111,0,0,2,1
212,3,24,1,0,0,0,74,111,0,0,2,0
213,1,24,1,1,164,98,74,111,0,0,2,0
213,2,24,1,1,74,111,74,111,0,0,2,1
213,3,24,1,0,0,0,74,111,0,0,2,0
214,1,24,1,1,164,118,66,132,0,0,2,0
214,2,24,1,1,66,132,66,132,0,0,2,1
214,3,24,1,0,0,0,66,132,0,0,2,0
215,1,24,1,1,164,98,60,116,0,0,2,0
215,2,24,1,1,60,116,60,116,0,0,2,1
215,3,24,1,0,0,0,60,116,0,0,2,0
216,1,24,1,1,179,118,74,161,0,0,1,1
216,2,24,1,1,74,161,74,161,0,0,1,0
216,3,24,1,0,0,0,74,161,0,0,1,0
217,1,25,1,1,179,119,66,139,182,90,3,0
217,2,25,1,1,66,139,66,139,182,90,3,0
217,3,25,1,1,182,90,66,139,182,90,3,1
218,1,25,1,1,164,99,66,139,112,72,3,0
218,2,25,1,1,66,139,66,139,112,72,3,0
218,3,25,1,1,112,72,66,139,112,72,3,1
219,1,25,1,1,164,119,60,128,182,117,2,0
219,2,25,1,1,60,128,60,128,182,117,2,1
219,3,25,1,1,182,117,60,128,182,117,2,0
220,1,25,1,1,210,119,74,161,182,72,2,0
220,2,25,1,1,74,161,74,161,182,72,2,1
220,3,25,1,1,182,72,74,161,182,72,2,0
221,1,25,1,1,210,89,66,106,140,117,2,0
221,2,25,1,1,66,106,66,106,140,117,2,1
221,3,25,1,1,140,117,66,106,140,117,2,0
222,1,25,1,1,179,89,60,128,140,72,2,0
222,2,25,1,1,60,128,60,128,140,72,2,1
222,3,25,1,1,140,72,60,128,140,72,2,0
223,1,25,1,1,164,119,74,161,112,90,3,0
223,2,25,1,1,74,161,74,161,112,90,3,0
223,3,25,1,1,112,90,74,161,112,90,3,1
224,1,25,1,1,164,89,74,111,140,90,3,0
224,2,25,1,1,74,111,74,111,140,90,3,0
224,3,25,1,1,140,90,74,111,140,90,3,1
225,1,25,1,1,210,99,60,123,112,90,3,0
225,2,25,1,1,60,123,60,123,112,90,3,0
225,3,25,1,1,112,90,60,123,112,90,3,1
226,1,26,1,1,233,74,77,84,190,44,2,0
226,2,26,1,1,77,84,77,84,190,44,2,1
226,3,26,1,1,190,44,77,84,190,44,2,0
227,1,26,1,1,233,74,67,104,247,71,2,0
227,2,26,1,1,67,104,67,104,247,71,2,1
227,3,26,1,1,247,71,67,104,247,71,2,0
228,1,26,1,1,233,67,59,97,247,55,2,0
228,2,26,1,1,59,97,59,97,247,55,2,1
228,3,26,1,1,247,55,59,97,247,55,2,0
229,1,26,1,1,177,67,59,97,152,71,2,0
229,2,26,1,1,59,97,59,97,152,71,2,1
229,3,26,1,1,152,71,59,97,152,71,2,0
230,1,26,1,1,196,74,59,87,247,44,2,0
230,2,26,1,1,59,87,59,87,247,44,2,1
230,3,26,1,1,247,44,59,87,247,44,2,0
231,1,26,1,1,196,67,67,77,152,55,2,0
231,2,26,1,1,67,77,67,77,152,55,2,1
231,3,26,1,1,152,55,67,77,152,55,2,0
232,1,26,1,1,196,89,59,97,152,44,2,0
232,2,26,1,1,59,97,59,97,152,44,2,1
232,3,26,1,1,152,44,59,97,152,44,2,0
233,1,26,1,1,233,89,67,100,152,71,2,0
233,2,26,1,1,67,100,67,100,152,71,2,1
233,3,26,1,1,152,71,67,100,152,71,2,0
234,1,26,1,1,196,74,67,104,190,55,2,0
234,2,26,1,1,67,104,67,104,190,55,2,1
234,3,26,1,1,190,55,67,104,190,55,2,0
235,1,27,1,1,86,36,31,46,0,0,2,0
235,2,27,1,1,31,46,31,46,0,0,2,1
235,3,27,1,0,0,0,31,46,0,0,2,0
236,1,27,1,1,79,36,28,41,0,0,2,0
236,2,27,1,1,28,41,28,41,0,0,2,1
236,3,27,1,0,0,0,28,41,0,0,2,0
237,1,27,1,1,100,36,35,52,0,0,2,0
237,2,27,1,1,35,52,35,52,0,0,2,1
237,3,27,1,0,0,0,35,52,0,0,2,0
238,1,27,1,1,79,30,31,46,0,0,2,0
238,2,27,1,1,31,46,31,46,0,0,2,1
238,3,27,1,0,0,0,31,46,0,0,2,0
239,1,27,1,1,100,27,31,31,0,0,2,0
239,2,27,1,1,31,31,31,31,0,0,2,1
239,3,27,1,0,0,0,31,31,0,0,2,0
240,1,27,1,1,86,27,28,41,0,0,2,0
240,2,27,1,1,28,41,28,41,0,0,2,1
240,3,27,1,0,0,0,28,41,0,0,2,0
241,1,27,1,1,79,36,35,52,0,0,2,0
241,2,27,1,1,35,52,35,52,0,0,2,1
241,3,27,1,0,0,0,35,52,0,0,2,0
242,1,27,1,1,79,27,35,34,0,0,2,0
242,2,27,1,1,35,34,35,34,0,0,2,1
242,3,27,1,0,0,0,35,34,0,0,2,0
243,1,27,1,1,100,30,28,38,0,0,2,0
243,2,27,1,1,28,38,28,38,0,0,2,1
243,3,27,1,0,0,0,28,38,0,0,2,0
244,1,28,1,1,92,60,68,65,0,0,2,0
244,2,28,1,1,68,65,68,65,0,0,2,1
244,3,28,1,0,0,0,68,65,0,0,2,0
245,1,28,1,1,108,60,70,80,0,0,2,0
245,2,28,1,1,70,80,70,80,0,0,2,1
245,3,28,1,0,0,0,70,80,0,0,2,0
246,1,28,1,1,84,60,66,60,0,0,2,0
246,2,28,1,1,66,60,66,60,0,0,2,1
246,3,28,1,0,0,0,66,60,0,0,2,0
247,1,28,1,1,84,50,68,80,0,0,1,1
247,2,28,1,1,68,80,68,80,0,0,1,0
247,3,28,1,0,0,0,68,80,0,0,1,0
248,1,28,1,1,108,45,68,60,0,0,2,0
248,2,28,1,1,68,60,68,60,0,0,2,1
248,3,28,1,0,0,0,68,60,0,0,2,0
249,1,28,1,1,84,60,70,80,0,0,2,0
249,2,28,1,1,70,80,70,80,0,0,2,1
249,3,28,1,0,0,0,70,80,0,0,2,0
250,1,28,1,1,92,45,66,80,0,0,1,1
250,2,28,1,1,66,80,66,80,0,0,1,0
250,3,28,1,0,0,0,66,80,0,0,1,0
251,1,28,1,1,108,50,66,65,0,0,2,0
251,2,28,1,1,66,65,66,65,0,0,2,1
251,3,28,1,0,0,0,66,65,0,0,2,0
252,1,28,1,1,84,45,70,65,0,0,1,1
252,2,28,1,1,70,65,70,65,0,0,1,0
252,3,28,1,0,0,0,70,65,0,0,1,0
253,1,29,1,1,110,60,55,65,91,80,1,1
253,2,29,1,1,55,65,55,65,91,80,1,0
253,3,29,1,1,91,80,55,65,91,80,1,0
254,1,29,1,1,103,60,52,60,91,104,2,0
254,2,29,1,1,52,60,52,60,91,104,2,1
254,3,29,1,1,91,104,52,60,91,104,2,0
255,1,29,1,1,124,60,59,80,91,64,1,1
255,2,29,1,1,59,80,59,80,91,64,1,0
255,3,29,1,1,91,64,59,80,91,64,1,0
256,1,29,1,1,103,50,55,80,56,64,1,1
256,2,29,1,1,55,80,55,80,56,64,1,0
256,3,29,1,1,56,64,55,80,56,64,1,0
257,1,29,1,1,124,45,55,60,70,104,1,1
257,2,29,1,1,55,60,55,60,70,104,1,0
257,3,29,1,1,70,104,55,60,70,104,1,0
258,1,29,1,1,110,45,52,80,70,64,2,0
258,2,29,1,1,52,80,52,80,70,64,2,1
258,3,29,1,1,70,64,52,80,70,64,2,0
259,1,29,1,1,103,60,59,80,56,80,2,0
259,2,29,1,1,59,80,59,80,56,80,2,1
259,3,29,1,1,56,80,59,80,56,80,2,0
260,1,29,1,1,103,45,59,65,70,80,1,1
260,2,29,1,1,59,65,59,65,70,80,1,0
260,3,29,1,1,70,80,59,65,70,80,1,0
261,1,29,1,1,124,50,52,65,56,80,2,0
261,2,29,1,1,52,65,52,65,56,80,2,1
261,3,29,1,1,56,80,52,65,56,80,2,0
262,1,30,1,1,118,60,46,60,70,27,2,0
262,2,30,1,1,46,60,46,60,70,27,2,1
262,3,30,1,1,70,27,46,60,70,27,2,0
263,1,30,1,1,97,45,49,60,91,22,2,0
263,2,30,1,1,49,60,49,60,91,22,2,1
263,3,30,1,1,91,22,49,60,91,22,2,0
264,1,30,1,1,118,45,53,65,56,22,2,0
264,2,30,1,1,53,65,53,65,56,22,2,1
264,3,30,1,1,56,22,53,65,56,22,2,0
265,1,30,1,1,104,45,53,65,91,35,2,0
265,2,30,1,1,53,65,53,65,91,35,2,1
265,3,30,1,1,91,35,53,65,91,35,2,0
266,1,30,1,1,104,50,53,60,56,35,2,0
266,2,30,1,1,53,60,53,60,56,35,2,1
266,3,30,1,1,56,35,53,60,56,35,2,0
267,1,30,1,1,97,50,53,60,91,27,2,0
267,2,30,1,1,53,60,53,60,91,27,2,1
267,3,30,1,1,91,27,53,60,91,27,2,0
268,1,30,1,1,97,60,49,65,70,22,2,0
268,2,30,1,1,49,65,49,65,70,22,2,1
268,3,30,1,1,70,22,49,65,70,22,2,0
269,1,30,1,1,97,50,46,65,70,35,2,0
269,2,30,1,1,46,65,46,65,70,35,2,1
269,3,30,1,1,70,35,46,65,70,35,2,0
270,1,30,1,1,104,60,53,80,70,35,2,0
270,2,30,1,1,53,80,53,80,70,35,2,1
270,3,30,1,1,70,35,53,80,70,35,2,0
271,1,31,1,1,182,60,69,65,182,80,2,0
271,2,31,1,1,69,65,69,65,182,80,2,1
271,3,31,1,1,182,80,69,65,182,80,2,0
272,1,31,1,1,165,60,63,60,182,104,2,0
272,2,31,1,1,63,60,63,60,182,104,2,1
272,3,31,1,1,182,104,63,60,182,104,2,0
273,1,31,1,1,215,60,77,80,182,64,2,0
273,2,31,1,1,77,80,77,80,182,64,2,1
273,3,31,1,1,182,64,77,80,182,64,2,0
274,1,31,1,1,165,50,69,80,112,64,2,0
274,2,31,1,1,69,80,69,80,112,64,2,1
274,3,31,1,1,112,64,69,80,112,64,2,0
275,1,31,1,1,215,45,69,60,140,104,2,0
275,2,31,1,1,69,60,69,60,140,104,2,1
275,3,31,1,1,140,104,69,60,140,104,2,0
276,1,31,1,1,182,45,63,80,140,64,2,0
276,2,31,1,1,63,80,63,80,140,64,2,1
276,3,31,1,1,140,64,63,80,140,64,2,0
277,1,31,1,1,165,60,77,80,112,80,3,0
277,2,31,1,1,77,80,77,80,112,80,3,0
277,3,31,1,1,112,80,77,80,112,80,3,1
278,1,31,1,1,165,45,77,65,140,80,2,0
278,2,31,1,1,77,65,77,65,140,80,2,1
278,3,31,1,1,140,80,77,65,140,80,2,0
279,1,31,1,1,215,50,63,65,112,80,2,0
279,2,31,1,1,63,65,63,65,112,80,2,1
279,3,31,1,1,112,80,63,65,112,80,2,0
280,1,32,1,1,281,50,119,60,0,0,2,0
280,2,32,1,1,119,60,119,60,0,0,2,1
280,3,32,1,0,0,0,119,60,0,0,2,0
281,1,32,1,1,281,50,109,80,0,0,1,1
281,2,32,1,1,109,80,109,80,0,0,1,0
281,3,32,1,0,0,0,109,80,0,0,1,0
282,1,32,1,1,281,45,101,80,0,0,2,0
282,2,32,1,1,101,80,101,80,0,0,2,1
282,3,32,1,0,0,0,101,80,0,0,2,0
283,1,32,1,1,216,45,101,80,0,0,2,0
283,2,32,1,1,101,80,101,80,0,0,2,1
283,3,32,1,0,0,0,101,80,0,0,2,0
284,1,32,1,1,238,50,101,65,0,0,2,0
284,2,32,1,1,101,65,101,65,0,0,2,1
284,3,32,1,0,0,0,101,65,0,0,2,0
285,1,32,1,1,238,45,109,60,0,0,2,0
285,2,32,1,1,109,60,109,60,0,0,2,1
285,3,32,1,0,0,0,109,60,0,0,2,0
286,1,32,1,1,238,60,101,60,0,0,2,0
286,2,32,1,1,101,60,101,60,0,0,2,1
286,3,32,1,0,0,0,101,60,0,0,2,0
287,1,32,1,1,281,60,109,65,0,0,2,0
287,2,32,1,1,109,65,109,65,0,0,2,1
287,3,32,1,0,0,0,109,65,0,0,2,0
288,1,32,1,1,238,50,109,80,0,0,2,0
288,2,32,1,1,109,80,109,80,0,0,2,1
288,3,32,1,0,0,0,109,80,0,0,2,0
289,1,33,1,1,64,3120,40,3380,0,0,2,0
289,2,33,1,1,40,3380,40,3380,0,0,2,1
289,3,33,1,0,0,0,40,3380,0,0,2,0
290,1,33,1,1,71,3120,42,4160,0,0,2,0
290,2,33,1,1,42,4160,42,4160,0,0,2,1
290,3,33,1,0,0,0,42,4160,0,0,2,0
291,1,33,1,1,61,3120,38,3120,0,0,2,0
291,2,33,1,1,38,3120,38,3120,0,0,2,1
291,3,33,1,0,0,0,38,3120,0,0,2,0
292,1,33,1,1,61,2600,40,4160,0,0,1,1
292,2,33,1,1,40,4160,40,4160,0,0,1,0
292,3,33,1,0,0,0,40,4160,0,0,1,0
293,1,33,1,1,71,2340,40,3120,0,0,1,1
293,2,33,1,1,40,3120,40,3120,0,0,1,0
293,3,33,1,0,0,0,40,3120,0,0,1,0
294,1,33,1,1,64,2340,38,4160,0,0,1,1
294,2,33,1,1,38,4160,38,4160,0,0,1,0
294,3,33,1,0,0,0,38,4160,0,0,1,0
295,1,33,1,1,61,3120,42,4160,0,0,2,0
295,2,33,1,1,42,4160,42,4160,0,0,2,1
295,3,33,1,0,0,0,42,4160,0,0,2,0
296,1,33,1,1,71,2600,38,3380,0,0,2,0
296,2,33,1,1,38,3380,38,3380,0,0,2,1
296,3,33,1,0,0,0,38,3380,0,0,2,0
297,1,33,1,1,61,2340,42,3380,0,0,2,0
297,2,33,1,1,42,3380,42,3380,0,0,2,1
297,3,33,1,0,0,0,42,3380,0,0,2,0
298,1,34,1,1,139,2600,81,3120,0,0,2,0
298,2,34,1,1,81,3120,81,3120,0,0,2,1
298,3,34,1,0,0,0,81,3120,0,0,2,0
299,1,34,1,1,139,2600,77,4160,0,0,2,0
299,2,34,1,1,77,4160,77,4160,0,0,2,1
299,3,34,1,0,0,0,77,4160,0,0,2,0
300,1,34,1,1,139,2340,74,4160,0,0,1,1
300,2,34,1,1,74,4160,74,4160,0,0,1,0
300,3,34,1,0,0,0,74,4160,0,0,1,0
301,1,34,1,1,110,2340,74,4160,0,0,1,1
301,2,34,1,1,74,4160,74,4160,0,0,1,0
301,3,34,1,0,0,0,74,4160,0,0,1,0
302,1,34,1,1,120,2600,74,3380,0,0,2,0
302,2,34,1,1,74,3380,74,3380,0,0,2,1
302,3,34,1,0,0,0,74,3380,0,0,2,0
303,1,34,1,1,120,2340,77,3120,0,0,1,1
303,2,34,1,1,77,3120,77,3120,0,0,1,0
303,3,34,1,0,0,0,77,3120,0,0,1,0
304,1,34,1,1,120,3120,74,3120,0,0,2,0
304,2,34,1,1,74,3120,74,3120,0,0,2,1
304,3,34,1,0,0,0,74,3120,0,0,2,0
305,1,34,1,1,139,3120,77,3380,0,0,2,0
305,2,34,1,1,77,3380,77,3380,0,0,2,1
305,3,34,1,0,0,0,77,3380,0,0,2,0
306,1,34,1,1,120,2600,77,4160,0,0,1,1
306,2,34,1,1,77,4160,77,4160,0,0,1,0
306,3,34,1,0,0,0,77,4160,0,0,1,0
307,1,35,1,1,148,2600,75,3120,0,0,2,0
307,2,35,1,1,75,3120,75,3120,0,0,2,1
307,3,35,1,0,0,0,75,3120,0,0,2,0
308,1,35,1,1,148,2340,68,4160,0,0,1,1
308,2,35,1,1,68,4160,68,4160,0,0,1,0
308,3,35,1,0,0,0,68,4160,0,0,1,0
309,1,35,1,1,148,2600,71,4160,0,0,1,1
309,2,35,1,1,71,4160,71,4160,0,0,1,0
309,3,35,1,0,0,0,71,4160,0,0,1,0
310,1,35,1,1,112,2340,68,4160,0,0,1,1
310,2,35,1,1,68,4160,68,4160,0,0,1,0
310,3,35,1,0,0,0,68,4160,0,0,1,0
311,1,35,1,1,124,2600,68,3380,0,0,1,1
311,2,35,1,1,68,3380,68,3380,0,0,1,0
311,3,35,1,0,0,0,68,3380,0,0,1,0
312,1,35,1,1,124,2340,71,3120,0,0,1,1
312,2,35,1,1,71,3120,71,3120,0,0,1,0
312,3,35,1,0,0,0,71,3120,0,0,1,0
313,1,35,1,1,124,3120,68,3120,0,0,2,0
313,2,35,1,1,68,3120,68,3120,0,0,2,1
313,3,35,1,0,0,0,68,3120,0,0,2,0
314,1,35,1,1,148,3120,71,3380,0,0,1,1
314,2,35,1,1,71,3380,71,3380,0,0,1,0
314,3,35,1,0,0,0,71,3380,0,0,1,0
315,1,35,1,1,124,2600,71,4160,0,0,1,1
315,2,35,1,1,71,4160,71,4160,0,0,1,0
315,3,35,1,0,0,0,71,4160,0,0,1,0
316,1,36,1,1,87,3120,34,3380,0,0,2,0
316,2,36,1,1,34,3380,34,3380,0,0,2,1
316,3,36,1,0,0,0,34,3380,0,0,2,0
317,1,36,1,1,80,3120,31,3120,0,0,2,0
317,2,36,1,1,31,3120,31,3120,0,0,2,1
317,3,36,1,0,0,0,31,3120,0,0,2,0
318,1,36,1,1,101,3120,38,4160,0,0,2,0
318,2,36,1,1,38,4160,38,4160,0,0,2,1
318,3,36,1,0,0,0,38,4160,0,0,2,0
319,1,36,1,1,80,2600,34,4160,0,0,2,0
319,2,36,1,1,34,4160,34,4160,0,0,2,1
319,3,36,1,0,0,0,34,4160,0,0,2,0
320,1,36,1,1,101,2340,34,3120,0,0,2,0
320,2,36,1,1,34,3120,34,3120,0,0,2,1
320,3,36,1,0,0,0,34,3120,0,0,2,0
321,1,36,1,1,87,2340,31,4160,0,0,1,1
321,2,36,1,1,31,4160,31,4160,0,0,1,0
321,3,36,1,0,0,0,31,4160,0,0,1,0
322,1,36,1,1,80,3120,38,4160,0,0,2,0
322,2,36,1,1,38,4160,38,4160,0,0,2,1
322,3,36,1,0,0,0,38,4160,0,0,2,0
323,1,36,1,1,80,2340,38,3380,0,0,1,1
323,2,36,1,1,38,3380,38,3380,0,0,1,0
323,3,36,1,0,0,0,38,3380,0,0,1,0
324,1,36,1,1,101,2600,31,3380,0,0,2,0
324,2,36,1,1,31,3380,31,3380,0,0,2,1
324,3,36,1,0,0,0,31,3380,0,0,2,0
325,1,37,1,1,66,2600,37,3120,50,32,2,0
325,2,37,1,1,37,3120,37,3120,50,32,2,1
325,3,37,1,1,50,32,37,3120,50,32,2,0
326,1,37,1,1,66,2600,35,4160,65,52,2,0
326,2,37,1,1,35,4160,35,4160,65,52,2,1
326,3,37,1,1,65,52,35,4160,65,52,2,0
327,1,37,1,1,66,2340,33,4160,65,40,2,0
327,2,37,1,1,33,4160,33,4160,65,40,2,1
327,3,37,1,1,65,40,33,4160,65,40,2,0
328,1,37,1,1,56,2340,33,4160,40,52,2,0
328,2,37,1,1,33,4160,33,4160,40,52,2,1
328,3,37,1,1,40,52,33,4160,40,52,2,0
329,1,37,1,1,59,2600,33,3380,65,32,2,0
329,2,37,1,1,33,3380,33,3380,65,32,2,1
329,3,37,1,1,65,32,33,3380,65,32,2,0
330,1,37,1,1,59,2340,35,3120,40,40,2,0
330,2,37,1,1,35,3120,35,3120,40,40,2,1
330,3,37,1,1,40,40,35,3120,40,40,2,0
331,1,37,1,1,59,3120,33,3120,40,32,2,0
331,2,37,1,1,33,3120,33,3120,40,32,2,1
331,3,37,1,1,40,32,33,3120,40,32,2,0
332,1,37,1,1,66,3120,35,3380,40,52,2,0
332,2,37,1,1,35,3380,35,3380,40,52,2,1
332,3,37,1,1,40,52,35,3380,40,52,2,0
333,1,37,1,1,59,2600,35,4160,50,40,2,0
333,2,37,1,1,35,4160,35,4160,50,40,2,1
333,3,37,1,1,50,40,35,4160,50,40,2,0
334,1,38,1,1,121,3120,49,3120,0,0,2,0
334,2,38,1,1,49,3120,49,3120,0,0,2,1
334,3,38,1,0,0,0,49,3120,0,0,2,0
335,1,38,1,1,100,2340,52,3120,0,0,2,0
335,2,38,1,1,52,3120,52,3120,0,0,2,1
335,3,38,1,0,0,0,52,3120,0,0,2,0
336,1,38,1,1,121,2340,56,3380,0,0,2,0
336,2,38,1,1,56,3380,56,3380,0,0,2,1
336,3,38,1,0,0,0,56,3380,0,0,2,0
337,1,38,1,1,107,2340,56,3380,0,0,2,0
337,2,38,1,1,56,3380,56,3380,0,0,2,1
337,3,38,1,0,0,0,56,3380,0,0,2,0
338,1,38,1,1,107,2600,56,3120,0,0,2,0
338,2,38,1,1,56,3120,56,3120,0,0,2,1
338,3,38,1,0,0,0,56,3120,0,0,2,0
339,1,38,1,1,100,2600,56,3120,0,0,2,0
339,2,38,1,1,56,3120,56,3120,0,0,2,1
339,3,38,1,0,0,0,56,3120,0,0,2,0
340,1,38,1,1,100,3120,52,3380,0,0,2,0
340,2,38,1,1,52,3380,52,3380,0,0,2,1
340,3,38,1,0,0,0,52,3380,0,0,2,0
341,1,38,1,1,100,2600,49,3380,0,0,2,0
341,2,38,1,1,49,3380,49,3380,0,0,2,1
341,3,38,1,0,0,0,49,3380,0,0,2,0
342,1,38,1,1,107,3120,56,4160,0,0,1,1
342,2,38,1,1,56,4160,56,4160,0,0,1,0
342,3,38,1,0,0,0,56,4160,0,0,1,0
343,1,39,1,1,205,3120,55,3120,0,0,2,0
343,2,39,1,1,55,3120,55,3120,0,0,2,1
343,3,39,1,0,0,0,55,3120,0,0,2,0
344,1,39,1,1,159,2340,61,3120,0,0,2,0
344,2,39,1,1,61,3120,61,3120,0,0,2,1
344,3,39,1,0,0,0,61,3120,0,0,2,0
345,1,39,1,1,205,2340,69,3380,0,0,2,0
345,2,39,1,1,69,3380,69,3380,0,0,2,1
345,3,39,1,0,0,0,69,3380,0,0,2,0
346,1,39,1,1,174,2340,69,3380,0,0,2,0
346,2,39,1,1,69,3380,69,3380,0,0,2,1
346,3,39,1,0,0,0,69,3380,0,0,2,0
347,1,39,1,1,174,2600,69,3120,0,0,2,0
347,2,39,1,1,69,3120,69,3120,0,0,2,1
347,3,39,1,0,0,0,69,3120,0,0,2,0
348,1,39,1,1,159,2600,69,3120,0,0,1,1
348,2,39,1,1,69,3120,69,3120,0,0,1,0
348,3,39,1,0,0,0,69,3120,0,0,1,0
349,1,39,1,1,159,3120,61,3380,0,0,2,0
349,2,39,1,1,61,3380,61,3380,0,0,2,1
349,3,39,1,0,0,0,61,3380,0,0,2,0
350,1,39,1,1,159,2600,55,3380,0,0,2,0
350,2,39,1,1,55,3380,55,3380,0,0,2,1
350,3,39,1,0,0,0,55,3380,0,0,2,0
351,1,39,1,1,174,3120,69,4160,0,0,1,1
351,2,39,1,1,69,4160,69,4160,0,0,1,0
351,3,39,1,0,0,0,69,4160,0,0,1,0
352,1,40,1,1,97,3120,44,3380,0,0,2,0
352,2,40,1,1,44,3380,44,3380,0,0,2,1
